title,url,published,description
The Human Medicines (Amendment etc.) (EU Exit) (No. 2) and the Medical Devices (Amendment etc.) (EU Exit) (No. 2) Regulations 2019,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-human-medicines-amendment-etc-eu-exit-no-2-and-the-medical-devices-amendment-etc-eu-exit-no-2-regulations-2019,2019-07-12,"These Regulations (which come into force immediately before exit day) are made to correct drafting defects and omissions in the Human Medicines (Amendment etc.) (EU Exit) Regulations 2019 (S.I. 2019/775) and the Medical Devices (Amendment etc.) (EU Exit) Regulations 2019 (S.I. 2019/791). This is to ensure that the published policy in relation to the regulation of human medicines and medical devices in a no deal EU exit scenario is properly reflected in those instruments. Those instruments, which come into force on exit day, amend the Human Medicines Regulations 2012 (S.I. 2012/1916 – “HMRs”), associated Medicines (Fees) Regulations 2016 and the Medical Devices Regulations 2002 (S.I. 2002/618 – “MDRs”) to ensure they are fit for purpose in a no deal EU exit."
Medicines and Healthcare Products Regulatory Agency: annual report and accounts 2013 to 2014,https://www.gov.uk/government/publications/medicines-and-healthcare-products-regulatory-agency-annual-report-and-accounts-2013-to-2014,2014-08-01,"Annual report and accounts for the Medicines and Healthcare Products Regulatory Agency for 2013 to 2014.


"
Strengthening collaboration between the MHRA and the Department of Health Northern Ireland,https://www.gov.uk/government/news/strengthening-collaboration-between-the-mhra-and-the-department-of-health-northern-ireland,2025-12-09,"The MHRA and Northern Ireland partners are working together to support innovation, enhance patient safety and ensure people in Northern Ireland benefit from world-class regulation."
Direct-acting antivirals to treat chronic hepatitis C: risk of interaction with vitamin K antagonists and changes in INR ,https://www.gov.uk/drug-safety-update/direct-acting-antivirals-to-treat-chronic-hepatitis-c-risk-of-interaction-with-vitamin-k-antagonists-and-changes-in-inr,2017-01-19,"INR should be monitored closely during treatment of chronic hepatitis C with direct-acting antivirals in patients also receiving vitamin K antagonists (eg, warfarin), because of possible changes in liver function during treatment.  "
Ground-breaking WEB-RADR project marks mid-point,https://www.gov.uk/government/news/ground-breaking-web-radr-project-marks-mid-point,2016-04-29,The MHRA-led WEB-RADR project held its General Assembly in London on April 21
Dr Janet Valentine appointed as new CPRD Director,https://www.gov.uk/government/news/dr-janet-valentine-appointed-as-new-cprd-director,2015-01-05,"MHRA announces the appointment of new Clinical Practice Research Datalink (CPRD) director Dr Janet Valentine with effect from today.

"
"BIA and MHRA publish report ‘Collaborative Working in the UK, Driving Innovation Forward’ following their eighth annual joint conference",https://www.gov.uk/government/news/bia-and-mhra-publish-report-collaborative-working-in-the-uk-driving-innovation-forward-following-their-eighth-annual-joint-conference,2018-09-27,The UK BioIndustry Association (BIA) and the Medicines and Healthcare products Regulatory Agency (MHRA) brought together experts from across the life sciences sector to discuss some hot topics and important developments through a series of presentations and panel discussions.
"Class 4 Medicines Defect Notification: Renacet 475 mg and 950 mg Tablets (calcium acetate), RenaCare NephroMed GmbH, EL(25)A15",https://www.gov.uk/drug-device-alerts/class-4-medicines-defect-notification-renacet-475-mg-and-950-mg-tablets-calcium-acetate-renacare-nephromed-gmbh-el-25-a15,2025-04-07,"RenaCare NephroMed GmbH has informed the MHRA of the presence of an undeclared excipient in the coating of the tablets. This excipient is Macrogol 6000, which has always been included in Renacet Tablets but has been omitted from the list of excipients in error."
UK and Singapore launch a regulatory innovation corridor to speed up access to breakthrough health technologies,https://www.gov.uk/government/news/uk-and-singapore-launch-a-regulatory-innovation-corridor-to-speed-up-access-to-breakthrough-health-technologies,2025-12-12,Patients in the UK and Singapore could gain faster access to cutting-edge healthcare innovations under a new partnership bringing two globally respected regulators together with one of the world’s leading biotech creators.
Freedom of Information responses from the MHRA - week commencing 8 November 2021,https://www.gov.uk/government/publications/freedom-of-information-responses-from-the-mhra-week-commencing-8-november-2021,2022-05-26, The Medicines and Healthcare products Regulatory Agency (MHRA) responses to freedom of information (FOI) requests for week commencing 8 November 2021
Methotrexate: advise patients to take precautions in the sun to avoid photosensitivity reactions,https://www.gov.uk/drug-safety-update/methotrexate-advise-patients-to-take-precautions-in-the-sun-to-avoid-photosensitivity-reactions,2023-08-30,Photosensitivity reactions are known side effects of methotrexate treatment and can be severe. Patients should be advised to take precautions to protect their skin in the sun.
Freedom of Information responses from the MHRA - week commencing 10 October 2022,https://www.gov.uk/government/publications/freedom-of-information-responses-from-the-mhra-week-commencing-10-october-2022,2024-01-17,The Medicines and Healthcare products Regulatory Agency (MHRA) responses to freedom of information (FOI) requests for week commencing 10 October 2022.
Regulator warns against purchasing inaccurate infrared thermometers,https://www.gov.uk/government/news/regulator-warns-against-purchasing-inaccurate-infrared-thermometers,2021-07-27,The public and healthcare professionals are being warned to take care when purchasing infrared thermometers online and to familiarise themselves with warning signs for poor quality products. 
Dimethyl fumarate (Tecfidera): updated advice on the risk of progressive multifocal leukoencephalopathy (PML) associated with mild lymphopenia ,https://www.gov.uk/drug-safety-update/dimethyl-fumarate-tecfidera-updated-advice-on-the-risk-of-progressive-multifocal-leukoencephalopathy-pml-associated-with-mild-lymphopenia,2021-01-07,"The monitoring requirements and discontinuation criteria for dimethyl fumarate (Tecfidera) have been strengthened following a small number of reports of progressive multifocal leukoencephalopathy (PML) in patients with mild lymphopenia. Continue to monitor lymphocyte counts and advise patients to seek urgent medical attention if they experience any symptoms or signs suggestive of PML.
"
"Don’t rely on temperature screening products for detection of coronavirus (COVID-19), says MHRA",https://www.gov.uk/government/news/dont-rely-on-temperature-screening-products-for-detection-of-coronavirus-covid-19-says-mhra,2020-07-03,"Warning that thermal cameras and other such “temperature screening” products, some of which make direct claims to screen for COVID-19, are not a reliable way to detect if people have the virus. "
Recognised safety profile of flu antivirals and vaccines confirmed,https://www.gov.uk/drug-safety-update/recognised-safety-profile-of-flu-antivirals-and-vaccines-confirmed,2014-12-11,No unexpected new safety issues have been identified from Yellow Card reports.
Flucytosine (Ancotil): new contraindication in patients with DPD deficiency,https://www.gov.uk/drug-safety-update/flucytosine-ancotil-new-contraindication-in-patients-with-dpd-deficiency,2020-10-22,"Flucytosine is a prodrug of 5-fluorouracil used to treat systemic yeast and fungal infections and can cause life-threatening and severe toxicity in patients with complete and partial dihydropyrimidine dehydrogenase (DPD) deficiency. Although pre-testing of DPD status before flucytosine treatment is not required, a new contraindication for patients with complete DPD deficiency has been introduced. 
"
Viread 245 mg film-coated tablets - possible presence of silicone rubber,https://www.gov.uk/drug-device-alerts/drug-alert-viread-245-mg-film-coated-tablets-possible-presence-of-silicone-rubber,2014-12-17,(Gilead Sciences Limited) Pharmacists should quarantine any remaining stocks affected batches and return them to the original wholesaler for credi - class 2 action within 48 hours. (EL (14)A/03)
"Daclizumab (Zinbryta▼) and risk of severe liver injury: initiation in multiple sclerosis now restricted, promptly review patients already on treatment",https://www.gov.uk/drug-safety-update/daclizumab-zinbryta-and-risk-of-severe-liver-injury-initiation-in-multiple-sclerosis-now-restricted-promptly-review-patients-already-on-treatment,2017-07-20,"While an urgent EU-wide review of new information on liver safety is under way, promptly review patients on treatment. Only initiate daclizumab in restricted groups of patients with limited treatment options and keep all patients under close liver function monitoring."
MHRA guidance on new Medical Devices Post-Market Surveillance requirements,https://www.gov.uk/government/news/mhra-guidance-on-new-medical-devices-post-market-surveillance-requirements,2025-01-15,A suite of guidance has been published by the Medicines and Healthcare products Regulatory Agency (MHRA). 
Poster from the Independent Medicines and Medical Devices Safety Review,https://www.gov.uk/government/news/poster-from-the-independent-medicines-and-medical-devices-safety-review,2018-09-07,The Independent Medicines and Medical Devices Safety Review (IMMDS) has asked the Medicines and Healthcare products Regulatory Agency to place some information on its website. The IMMDS has produced a poster to make sure people are aware of its work and have the opportunity to make contact or provide evidence on 3 medical interventions.
All types of metal-on-metal hip implants need regular review,https://www.gov.uk/government/news/all-types-of-metal-on-metal-hip-implants-need-regular-review,2017-06-29,MHRA updates guidance for healthcare professionals.
Ordering HIV self-test kits online? Make sure you get the right kit,https://www.gov.uk/government/news/ordering-hiv-self-test-kits-online-make-sure-you-get-the-right-kit,2015-12-01,The Medicines and Healthcare products Regulatory Agency (MHRA) is reminding people to be careful when ordering HIV self-test kits online.
